,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
159,1,3,5,7,3,3,5,2,0,0,0,0,0,0,0,0,0,0
160,18,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
161,18,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
162,18,1,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
163,18,1,3,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
164,18,1,3,4,7,3,4,5,6,6,3,0,0,0,0,0,0,0
165,18,1,3,4,2,3,4,5,6,6,3,0,0,0,0,0,0,0
166,18,1,3,4,2,7,4,5,6,6,3,0,0,0,0,0,0,0
167,18,1,3,4,2,7,3,5,6,6,3,0,0,0,0,0,0,0
168,18,1,3,4,2,7,3,4,6,6,3,0,0,0,0,0,0,0
169,18,1,3,4,2,7,3,4,5,6,3,0,0,0,0,0,0,0
170,34,3,3,3,5,4,7,3,5,4,4,3,2,3,0,0,0,0
171,34,3,3,3,5,4,7,3,5,4,4,3,6,3,0,0,0,0
172,34,3,3,3,5,4,7,3,5,4,4,3,6,2,0,0,0,0
173,34,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
174,34,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0
175,34,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0
176,34,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0
177,34,3,3,3,4,7,3,5,4,4,3,6,2,3,0,0,0,0
178,34,3,3,3,5,7,3,5,4,4,3,6,2,3,0,0,0,0
179,34,3,3,3,5,4,3,5,4,4,3,6,2,3,0,0,0,0
180,25,3,5,4,7,5,4,4,6,5,4,0,0,0,0,0,0,0
181,25,3,5,4,7,3,4,4,6,5,4,0,0,0,0,0,0,0
182,25,3,5,4,7,3,5,4,6,5,4,0,0,0,0,0,0,0
183,25,3,5,4,7,3,5,4,6,5,4,0,0,0,0,0,0,0
184,25,3,5,4,7,3,5,4,4,5,4,0,0,0,0,0,0,0
185,25,3,5,4,7,3,5,4,4,6,4,0,0,0,0,0,0,0
186,25,3,5,4,7,3,5,4,4,6,5,0,0,0,0,0,0,0
187,25,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
188,25,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
189,25,3,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,0
190,7,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
191,7,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
192,7,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
193,7,3,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
194,7,3,5,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
195,7,3,5,3,5,4,4,6,5,4,2,0,0,0,0,0,0,0
196,7,3,5,3,4,4,4,6,5,4,2,0,0,0,0,0,0,0
197,7,3,5,3,4,5,4,6,5,4,2,0,0,0,0,0,0,0
198,7,3,5,3,4,5,4,6,5,4,2,0,0,0,0,0,0,0
199,7,3,5,3,4,5,4,4,5,4,2,0,0,0,0,0,0,0
200,26,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
201,26,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
202,26,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
203,26,1,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
204,26,1,4,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
205,26,1,4,2,4,4,4,4,4,6,5,2,0,0,0,0,0,0
206,26,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
207,26,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
208,26,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
209,26,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
210,28,4,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
211,28,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
212,28,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
213,28,4,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
214,28,4,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
215,28,4,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
216,28,4,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
217,28,4,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
218,28,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
219,28,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
220,35,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
221,35,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
222,35,3,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
223,35,3,5,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
224,35,3,5,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0
225,35,3,5,4,3,5,4,4,4,0,0,0,0,0,0,0,0,0
226,35,3,5,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0
227,35,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
228,35,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
229,35,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
230,33,3,5,4,7,3,4,5,4,4,4,7,6,0,0,0,0,0
231,33,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
232,33,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
233,33,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
234,33,3,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
235,33,3,5,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
236,33,3,5,4,3,4,5,4,4,4,6,7,6,0,0,0,0,0
237,33,3,5,4,7,4,5,4,4,4,6,7,6,0,0,0,0,0
238,33,3,5,4,7,3,5,4,4,4,6,7,6,0,0,0,0,0
239,33,3,5,4,7,3,4,4,4,4,6,7,6,0,0,0,0,0
240,31,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
241,31,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
242,31,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
243,31,5,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
244,31,5,3,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
245,31,5,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
246,31,5,3,4,7,5,6,0,0,0,0,0,0,0,0,0,0,0
247,31,5,3,4,7,4,6,0,0,0,0,0,0,0,0,0,0,0
248,31,5,3,4,7,4,5,0,0,0,0,0,0,0,0,0,0,0
249,31,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
250,40,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
251,40,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
252,40,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
253,40,3,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
254,40,3,5,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
255,40,3,5,4,4,7,4,3,4,5,4,6,6,5,7,5,0,0
256,40,3,5,4,3,7,4,3,4,5,4,6,6,5,7,5,0,0
257,40,3,5,4,3,4,4,3,4,5,4,6,6,5,7,5,0,0
258,40,3,5,4,3,4,7,3,4,5,4,6,6,5,7,5,0,0
259,40,3,5,4,3,4,7,4,4,5,4,6,6,5,7,5,0,0
260,17,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
261,17,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
262,17,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
263,17,4,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
264,17,4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
265,17,4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
266,17,4,3,4,4,3,6,6,5,4,5,4,5,5,7,3,2,0
267,17,4,3,4,4,7,6,6,5,4,5,4,5,5,7,3,2,0
268,17,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0
269,17,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0
270,37,3,4,4,7,4,3,6,7,5,4,0,0,0,0,0,0,0
271,37,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
272,37,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
273,37,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
274,37,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
275,37,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
276,37,3,4,4,4,3,6,5,7,5,4,0,0,0,0,0,0,0
277,37,3,4,4,7,3,6,5,7,5,4,0,0,0,0,0,0,0
278,37,3,4,4,7,4,6,5,7,5,4,0,0,0,0,0,0,0
279,37,3,4,4,7,4,3,5,7,5,4,0,0,0,0,0,0,0
280,16,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
281,16,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
282,16,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
283,16,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
284,16,4,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
285,16,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
286,16,4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
287,16,4,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
288,16,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
289,16,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
290,36,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
291,36,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
292,36,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,36,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,36,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,36,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,36,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
297,36,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,36,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,36,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,22,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
301,22,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
302,22,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
303,22,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
304,22,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
305,22,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
306,22,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
307,22,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
308,22,4,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0
309,22,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
310,3,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
311,3,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
312,3,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
313,3,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
314,3,4,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
315,3,4,3,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
316,3,4,3,5,2,4,5,6,5,5,3,2,6,0,0,0,0,0
317,3,4,3,5,3,4,5,6,5,5,3,2,6,0,0,0,0,0
318,3,4,3,5,3,2,5,6,5,5,3,2,6,0,0,0,0,0
319,3,4,3,5,3,2,4,6,5,5,3,2,6,0,0,0,0,0
320,20,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
321,20,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
322,20,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
323,20,4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
324,20,4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
325,20,4,3,3,3,6,5,4,2,2,6,0,0,0,0,0,0,0
326,20,4,3,3,5,6,5,4,2,2,6,0,0,0,0,0,0,0
327,20,4,3,3,5,3,5,4,2,2,6,0,0,0,0,0,0,0
328,20,4,3,3,5,3,6,4,2,2,6,0,0,0,0,0,0,0
329,20,4,3,3,5,3,6,5,2,2,6,0,0,0,0,0,0,0
330,10,5,4,4,3,3,5,5,4,4,2,4,0,0,0,0,0,0
331,10,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
332,10,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
333,10,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
334,10,5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
335,10,5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
336,10,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0
337,10,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0
338,10,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
339,10,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
340,8,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
341,8,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
342,8,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
343,8,3,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
344,8,3,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
345,8,3,5,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
346,8,3,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
347,8,3,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
348,8,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
349,8,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
350,38,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
351,38,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
352,38,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
353,38,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
354,38,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
355,38,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
356,38,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
357,38,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
358,38,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
359,38,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
360,9,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
